,V1,V2,consonant,underlying,fronted,rounded,high,group,model,Time,Attention,Loss
21427,o,H,g,og-H,0,1,1,round_and_front,27,7,0.20077282190322876,0.0343393050134182
21428,u,H,g,ug-H,0,1,1,round_and_front,27,7,0.3835855722427368,0.04401711747050285
21429,y,H,g,yg-H,1,1,1,round_and_front,27,7,0.2636811435222626,0.03325444832444191
21430,ø,H,g,øg-H,1,1,1,round_and_front,27,7,0.11489224433898926,0.0353812612593174
21431,ɯ,H,g,ɯg-H,0,0,1,round_and_front,27,7,0.0030481878202408552,0.04087023437023163
21432,i,L,g,ig-L,1,0,1,round_and_front,27,7,0.0001682456786511466,0.002383798360824585
21433,a,L,g,ag-L,0,0,0,round_and_front,27,7,6.852149090263993e-05,0.056077729910612106
21434,e,L,g,eg-L,1,0,0,round_and_front,27,7,0.00010056360042653978,0.030723368749022484
21435,o,L,g,og-L,0,1,1,round_and_front,27,7,0.007841507904231548,0.019333848729729652
21436,u,L,g,ug-L,0,1,1,round_and_front,27,7,0.011281735263764858,0.011147449724376202
21437,y,L,g,yg-L,1,1,1,round_and_front,27,7,0.019491184502840042,0.03950072452425957
21438,ø,L,g,øg-L,1,1,1,round_and_front,27,7,0.009582119062542915,0.02323208749294281
21439,ɯ,L,g,ɯg-L,0,0,1,round_and_front,27,7,0.0020738302264362574,0.017523279413580894
21440,i,H,d,id-H,1,0,1,round_and_front,27,7,0.0001716951810522005,0.03909343481063843
21441,a,H,d,ad-H,0,0,0,round_and_front,27,7,0.012254676781594753,0.10818642377853394
21442,e,H,d,ed-H,1,0,0,round_and_front,27,7,0.0003737433289643377,0.04387231171131134
21443,o,H,d,od-H,0,1,1,round_and_front,27,7,0.1657124161720276,0.023147881031036377
21444,u,H,d,ud-H,0,1,1,round_and_front,27,7,0.40992799401283264,0.020840436220169067
21445,y,H,d,yd-H,1,1,1,round_and_front,27,7,0.06711924076080322,0.02483929693698883
21446,ø,H,d,ød-H,1,1,1,round_and_front,27,7,0.03606667369604111,0.028328275308012962
21447,ɯ,H,d,ɯd-H,0,0,1,round_and_front,27,7,0.000647345557808876,0.012619207613170147
21448,i,L,d,id-L,1,0,1,round_and_front,27,7,7.261233986355364e-05,0.020551979541778564
21449,a,L,d,ad-L,0,0,0,round_and_front,27,7,0.0008036738145165145,0.043032824993133545
21450,e,L,d,ed-L,1,0,0,round_and_front,27,7,5.767470065620728e-05,0.027339309453964233
21451,o,L,d,od-L,0,1,1,round_and_front,27,7,0.0006531342514790595,0.06957284361124039
21452,u,L,d,ud-L,0,1,1,round_and_front,27,7,0.0008342464570887387,0.05423545837402344
21453,y,L,d,yd-L,1,1,1,round_and_front,27,7,0.0011823077220469713,0.0380888395011425
21454,ø,L,d,ød-L,1,1,1,round_and_front,27,7,0.000559853739105165,0.031651824712753296
21455,ɯ,L,d,ɯd-L,0,0,1,round_and_front,27,7,1.8052316590910777e-05,0.04044163227081299
21456,i,H,b,ib-H,1,0,1,round_and_front,28,7,0.028231892734766006,0.03981393575668335
21457,a,H,b,ab-H,0,0,0,round_and_front,28,7,0.00706007843837142,0.06403569132089615
21458,e,H,b,eb-H,1,0,0,round_and_front,28,7,0.03312500938773155,0.020604824647307396
21459,o,H,b,ob-H,0,1,1,round_and_front,28,7,0.03995715454220772,0.05513348802924156
21460,u,H,b,ub-H,0,1,1,round_and_front,28,7,0.039793722331523895,0.04144881293177605
21461,y,H,b,yb-H,1,1,1,round_and_front,28,7,0.2849108874797821,0.03310524299740791
21462,ø,H,b,øb-H,1,1,1,round_and_front,28,7,0.19195666909217834,0.011284778825938702
21463,ɯ,H,b,ɯb-H,0,0,1,round_and_front,28,7,0.0046788109466433525,0.04888879135251045
21464,i,L,b,ib-L,1,0,1,round_and_front,28,7,0.014138048514723778,0.027262985706329346
21465,a,L,b,ab-L,0,0,0,round_and_front,28,7,0.004477643873542547,0.023228585720062256
21466,e,L,b,eb-L,1,0,0,round_and_front,28,7,0.019064955413341522,0.029085924848914146
21467,o,L,b,ob-L,0,1,1,round_and_front,28,7,0.009301351383328438,0.021080514416098595
21468,u,L,b,ub-L,0,1,1,round_and_front,28,7,0.006183402147144079,0.03411908820271492
21469,y,L,b,yb-L,1,1,1,round_and_front,28,7,0.10153583437204361,0.032836783677339554
21470,ø,L,b,øb-L,1,1,1,round_and_front,28,7,0.08385378122329712,0.02449042536318302
21471,ɯ,L,b,ɯb-L,0,0,1,round_and_front,28,7,0.0015314496122300625,0.03882541134953499
21472,i,H,g,ig-H,1,0,1,round_and_front,28,7,0.15366408228874207,0.027281755581498146
21473,a,H,g,ag-H,0,0,0,round_and_front,28,7,0.02983555570244789,0.033821359276771545
21474,e,H,g,eg-H,1,0,0,round_and_front,28,7,0.11337870359420776,0.02840494178235531
21475,o,H,g,og-H,0,1,1,round_and_front,28,7,0.22643543779850006,0.03665342181921005
21476,u,H,g,ug-H,0,1,1,round_and_front,28,7,0.2445923388004303,0.03605996444821358
21477,y,H,g,yg-H,1,1,1,round_and_front,28,7,0.402873694896698,0.07520114630460739
21478,ø,H,g,øg-H,1,1,1,round_and_front,28,7,0.39824265241622925,0.05734165385365486
21479,ɯ,H,g,ɯg-H,0,0,1,round_and_front,28,7,0.0467669777572155,0.06673555076122284
21480,i,L,g,ig-L,1,0,1,round_and_front,28,7,0.20513631403446198,0.037304606288671494
21481,a,L,g,ag-L,0,0,0,round_and_front,28,7,0.023124074563384056,0.055685192346572876
21482,e,L,g,eg-L,1,0,0,round_and_front,28,7,0.13664041459560394,0.04691984876990318
21483,o,L,g,og-L,0,1,1,round_and_front,28,7,0.18872861564159393,0.043343644589185715
21484,u,L,g,ug-L,0,1,1,round_and_front,28,7,0.22549916803836823,0.02491145394742489
21485,y,L,g,yg-L,1,1,1,round_and_front,28,7,0.2824467122554779,0.02164175547659397
21486,ø,L,g,øg-L,1,1,1,round_and_front,28,7,0.2847064733505249,0.03118952177464962
21487,ɯ,L,g,ɯg-L,0,0,1,round_and_front,28,7,0.052045248448848724,0.034619271755218506
21488,i,H,d,id-H,1,0,1,round_and_front,28,7,0.2322489321231842,0.011553287506103516
21489,a,H,d,ad-H,0,0,0,round_and_front,28,7,0.007735563907772303,0.05645691230893135
21490,e,H,d,ed-H,1,0,0,round_and_front,28,7,0.07050054520368576,0.031379178166389465
21491,o,H,d,od-H,0,1,1,round_and_front,28,7,0.10250145941972733,0.04081736132502556
21492,u,H,d,ud-H,0,1,1,round_and_front,28,7,0.1267576515674591,0.04784980043768883
21493,y,H,d,yd-H,1,1,1,round_and_front,28,7,0.2737824618816376,0.02626754343509674
21494,ø,H,d,ød-H,1,1,1,round_and_front,28,7,0.2535076141357422,0.08231444656848907
21495,ɯ,H,d,ɯd-H,0,0,1,round_and_front,28,7,0.10680747777223587,0.06208740547299385
21496,i,L,d,id-L,1,0,1,round_and_front,28,7,0.4182020127773285,0.03521681949496269
21497,a,L,d,ad-L,0,0,0,round_and_front,28,7,0.009471039287745953,0.051455557346343994
21498,e,L,d,ed-L,1,0,0,round_and_front,28,7,0.10851257294416428,0.05268481373786926
21499,o,L,d,od-L,0,1,1,round_and_front,28,7,0.127402663230896,0.039789557456970215
21500,u,L,d,ud-L,0,1,1,round_and_front,28,7,0.14634619653224945,0.045582015067338943
21501,y,L,d,yd-L,1,1,1,round_and_front,28,7,0.2686010003089905,0.05976909399032593
21502,ø,L,d,ød-L,1,1,1,round_and_front,28,7,0.20962488651275635,0.041171133518218994
21503,ɯ,L,d,ɯd-L,0,0,1,round_and_front,28,7,0.15720026195049286,0.07333967834711075
21504,i,H,b,ib-H,1,0,1,round_and_front,29,7,0.005859429948031902,0.0478014312684536
21505,a,H,b,ab-H,0,0,0,round_and_front,29,7,0.005398505832999945,0.030393555760383606
21506,e,H,b,eb-H,1,0,0,round_and_front,29,7,0.005430746823549271,0.03187474608421326
21507,o,H,b,ob-H,0,1,1,round_and_front,29,7,0.02124868705868721,0.013944183476269245
21508,u,H,b,ub-H,0,1,1,round_and_front,29,7,0.030520407482981682,0.019347304478287697
21509,y,H,b,yb-H,1,1,1,round_and_front,29,7,0.02538404054939747,0.027874568477272987
21510,ø,H,b,øb-H,1,1,1,round_and_front,29,7,0.023892829194664955,0.024404754862189293
21511,ɯ,H,b,ɯb-H,0,0,1,round_and_front,29,7,0.015501926653087139,0.06132031977176666
21512,i,L,b,ib-L,1,0,1,round_and_front,29,7,0.0050474475137889385,0.02958662249147892
21513,a,L,b,ab-L,0,0,0,round_and_front,29,7,0.0017464045668020844,0.060159821063280106
21514,e,L,b,eb-L,1,0,0,round_and_front,29,7,0.004849812015891075,0.03508281707763672
21515,o,L,b,ob-L,0,1,1,round_and_front,29,7,0.002984018763527274,0.041701871901750565
21516,u,L,b,ub-L,0,1,1,round_and_front,29,7,0.0037674487102776766,0.051120657473802567
21517,y,L,b,yb-L,1,1,1,round_and_front,29,7,0.019298303872346878,0.05510164424777031
21518,ø,L,b,øb-L,1,1,1,round_and_front,29,7,0.014057857915759087,0.03957270458340645
21519,ɯ,L,b,ɯb-L,0,0,1,round_and_front,29,7,0.0032914902549237013,0.06980246305465698
21520,i,H,g,ig-H,1,0,1,round_and_front,29,7,0.19972223043441772,0.023336416110396385
21521,a,H,g,ag-H,0,0,0,round_and_front,29,7,0.030836885794997215,0.049731139093637466
21522,e,H,g,eg-H,1,0,0,round_and_front,29,7,0.11818529665470123,0.02596796490252018
21523,o,H,g,og-H,0,1,1,round_and_front,29,7,0.15053939819335938,0.0688137337565422
21524,u,H,g,ug-H,0,1,1,round_and_front,29,7,0.21524366736412048,0.06278196722269058
21525,y,H,g,yg-H,1,1,1,round_and_front,29,7,0.3638257682323456,0.0608486533164978
21526,ø,H,g,øg-H,1,1,1,round_and_front,29,7,0.291086882352829,0.06793088465929031
21527,ɯ,H,g,ɯg-H,0,0,1,round_and_front,29,7,0.08882301300764084,0.01620645448565483
21528,i,L,g,ig-L,1,0,1,round_and_front,29,7,0.18793460726737976,0.018100067973136902
21529,a,L,g,ag-L,0,0,0,round_and_front,29,7,0.03861789405345917,0.05218202993273735
21530,e,L,g,eg-L,1,0,0,round_and_front,29,7,0.11847779154777527,0.028377866372466087
21531,o,L,g,og-L,0,1,1,round_and_front,29,7,0.07568203657865524,0.028054624795913696
21532,u,L,g,ug-L,0,1,1,round_and_front,29,7,0.11102919280529022,0.027223655954003334
21533,y,L,g,yg-L,1,1,1,round_and_front,29,7,0.22044342756271362,0.026978010311722755
21534,ø,L,g,øg-L,1,1,1,round_and_front,29,7,0.14948605000972748,0.01342211663722992
21535,ɯ,L,g,ɯg-L,0,0,1,round_and_front,29,7,0.09055411070585251,0.030424365773797035
21536,i,H,d,id-H,1,0,1,round_and_front,29,7,0.1750221699476242,0.01946878992021084
21537,a,H,d,ad-H,0,0,0,round_and_front,29,7,0.06755759567022324,0.03332243859767914
21538,e,H,d,ed-H,1,0,0,round_and_front,29,7,0.11595858633518219,0.00715637719258666
21539,o,H,d,od-H,0,1,1,round_and_front,29,7,0.2325555831193924,0.01301323901861906
21540,u,H,d,ud-H,0,1,1,round_and_front,29,7,0.2723619043827057,0.020248686894774437
21541,y,H,d,yd-H,1,1,1,round_and_front,29,7,0.32577669620513916,0.046096399426460266
21542,ø,H,d,ød-H,1,1,1,round_and_front,29,7,0.25262731313705444,0.012982562184333801
21543,ɯ,H,d,ɯd-H,0,0,1,round_and_front,29,7,0.23076170682907104,0.02742641605436802
21544,i,L,d,id-L,1,0,1,round_and_front,29,7,0.18758420646190643,0.029975175857543945
21545,a,L,d,ad-L,0,0,0,round_and_front,29,7,0.05015541613101959,0.028079748153686523
21546,e,L,d,ed-L,1,0,0,round_and_front,29,7,0.1318536251783371,0.030588865280151367
21547,o,L,d,od-L,0,1,1,round_and_front,29,7,0.04962937533855438,0.06694940477609634
21548,u,L,d,ud-L,0,1,1,round_and_front,29,7,0.04383973404765129,0.07037387043237686
21549,y,L,d,yd-L,1,1,1,round_and_front,29,7,0.14980833232402802,0.028885960578918457
21550,ø,L,d,ød-L,1,1,1,round_and_front,29,7,0.11179424822330475,0.03793882206082344
21551,ɯ,L,d,ɯd-L,0,0,1,round_and_front,29,7,0.1469033807516098,0.040908634662628174
21552,i,H,b,ib-H,1,0,1,round_and_front,30,7,0.032234642654657364,0.06694703549146652
21553,a,H,b,ab-H,0,0,0,round_and_front,30,7,0.023997390642762184,0.05537520349025726
21554,e,H,b,eb-H,1,0,0,round_and_front,30,7,0.03209661692380905,0.05284206196665764
21555,o,H,b,ob-H,0,1,1,round_and_front,30,7,0.18017879128456116,0.017033034935593605
21556,u,H,b,ub-H,0,1,1,round_and_front,30,7,0.19123362004756927,0.01421928871423006
21557,y,H,b,yb-H,1,1,1,round_and_front,30,7,0.16985151171684265,0.04721130430698395
21558,ø,H,b,øb-H,1,1,1,round_and_front,30,7,0.2631077170372009,0.04097059741616249
21559,ɯ,H,b,ɯb-H,0,0,1,round_and_front,30,7,0.02398984134197235,0.043664928525686264
21560,i,L,b,ib-L,1,0,1,round_and_front,30,7,0.010260170325636864,0.040767520666122437
21561,a,L,b,ab-L,0,0,0,round_and_front,30,7,0.0023724883794784546,0.025843679904937744
21562,e,L,b,eb-L,1,0,0,round_and_front,30,7,0.010435696691274643,0.03471766784787178
21563,o,L,b,ob-L,0,1,1,round_and_front,30,7,0.01119475718587637,0.06829144805669785
21564,u,L,b,ub-L,0,1,1,round_and_front,30,7,0.009504424408078194,0.09399262815713882
21565,y,L,b,yb-L,1,1,1,round_and_front,30,7,0.049839068204164505,0.03820593282580376
21566,ø,L,b,øb-L,1,1,1,round_and_front,30,7,0.07498474419116974,0.027880162000656128
21567,ɯ,L,b,ɯb-L,0,0,1,round_and_front,30,7,0.002140606055036187,0.019430598244071007
21568,i,H,g,ig-H,1,0,1,round_and_front,30,7,0.3283243775367737,0.03446255996823311
21569,a,H,g,ag-H,0,0,0,round_and_front,30,7,0.09735748171806335,0.040263742208480835
21570,e,H,g,eg-H,1,0,0,round_and_front,30,7,0.1968851089477539,0.046830400824546814
21571,o,H,g,og-H,0,1,1,round_and_front,30,7,0.6702878475189209,0.027247166261076927
21572,u,H,g,ug-H,0,1,1,round_and_front,30,7,0.6641640663146973,0.0215812548995018
21573,y,H,g,yg-H,1,1,1,round_and_front,30,7,0.6237964630126953,0.029998863115906715
21574,ø,H,g,øg-H,1,1,1,round_and_front,30,7,0.6232522130012512,0.021539390087127686
21575,ɯ,H,g,ɯg-H,0,0,1,round_and_front,30,7,0.3326501250267029,0.032876964658498764
21576,i,L,g,ig-L,1,0,1,round_and_front,30,7,0.3337141275405884,0.029070965945720673
21577,a,L,g,ag-L,0,0,0,round_and_front,30,7,0.09626031666994095,0.051415205001831055
21578,e,L,g,eg-L,1,0,0,round_and_front,30,7,0.17750030755996704,0.027629589661955833
21579,o,L,g,og-L,0,1,1,round_and_front,30,7,0.416319340467453,0.06604048609733582
21580,u,L,g,ug-L,0,1,1,round_and_front,30,7,0.40568816661834717,0.04412258788943291
21581,y,L,g,yg-L,1,1,1,round_and_front,30,7,0.35773965716362,0.02386292815208435
21582,ø,L,g,øg-L,1,1,1,round_and_front,30,7,0.3607710301876068,0.03355012834072113
21583,ɯ,L,g,ɯg-L,0,0,1,round_and_front,30,7,0.318075031042099,0.06108297035098076
21584,i,H,d,id-H,1,0,1,round_and_front,30,7,0.37476491928100586,0.05010202154517174
21585,a,H,d,ad-H,0,0,0,round_and_front,30,7,0.0851016640663147,0.024544307962059975
21586,e,H,d,ed-H,1,0,0,round_and_front,30,7,0.10523170232772827,0.02135626971721649
21587,o,H,d,od-H,0,1,1,round_and_front,30,7,0.36299461126327515,0.029120897874236107
21588,u,H,d,ud-H,0,1,1,round_and_front,30,7,0.4438222050666809,0.0160648375749588
21589,y,H,d,yd-H,1,1,1,round_and_front,30,7,0.3798654079437256,0.017995918169617653
21590,ø,H,d,ød-H,1,1,1,round_and_front,30,7,0.4001949429512024,0.01986883580684662
21591,ɯ,H,d,ɯd-H,0,0,1,round_and_front,30,7,0.19299226999282837,0.03999316319823265
21592,i,L,d,id-L,1,0,1,round_and_front,30,7,0.3919466435909271,0.04921528697013855
21593,a,L,d,ad-L,0,0,0,round_and_front,30,7,0.005649014376103878,0.017731845378875732
21594,e,L,d,ed-L,1,0,0,round_and_front,30,7,0.07205178588628769,0.028352269902825356
21595,o,L,d,od-L,0,1,1,round_and_front,30,7,0.03693936765193939,0.033066291362047195
21596,u,L,d,ud-L,0,1,1,round_and_front,30,7,0.04832100123167038,0.058522939682006836
21597,y,L,d,yd-L,1,1,1,round_and_front,30,7,0.144868403673172,0.04649723693728447
21598,ø,L,d,ød-L,1,1,1,round_and_front,30,7,0.12185201793909073,0.04128218814730644
21599,ɯ,L,d,ɯd-L,0,0,1,round_and_front,30,7,0.031101318076252937,0.03162495419383049
21600,i,H,b,ib-H,1,0,1,round_and_front,31,7,0.005166119430214167,0.05477721989154816
21601,a,H,b,ab-H,0,0,0,round_and_front,31,7,0.0006894933758303523,0.07805732637643814
21602,e,H,b,eb-H,1,0,0,round_and_front,31,7,0.00623597064986825,0.05949803814291954
21603,o,H,b,ob-H,0,1,1,round_and_front,31,7,0.013081432320177555,0.014400194399058819
21604,u,H,b,ub-H,0,1,1,round_and_front,31,7,0.013103479519486427,0.030084555968642235
21605,y,H,b,yb-H,1,1,1,round_and_front,31,7,0.057294003665447235,0.02328028343617916
21606,ø,H,b,øb-H,1,1,1,round_and_front,31,7,0.06834705919027328,0.02484997548162937
21607,ɯ,H,b,ɯb-H,0,0,1,round_and_front,31,7,0.0009464998147450387,0.04287240281701088
21608,i,L,b,ib-L,1,0,1,round_and_front,31,7,0.00538413692265749,0.06405998021364212
21609,a,L,b,ab-L,0,0,0,round_and_front,31,7,0.00022764646564610302,0.030263224616646767
21610,e,L,b,eb-L,1,0,0,round_and_front,31,7,0.0070580607280135155,0.058298300951719284
21611,o,L,b,ob-L,0,1,1,round_and_front,31,7,0.0019072862342000008,0.03973788022994995
21612,u,L,b,ub-L,0,1,1,round_and_front,31,7,0.0013632758054882288,0.05870787426829338
21613,y,L,b,yb-L,1,1,1,round_and_front,31,7,0.011172131635248661,0.05259455367922783
21614,ø,L,b,øb-L,1,1,1,round_and_front,31,7,0.014869573526084423,0.03072739578783512
21615,ɯ,L,b,ɯb-L,0,0,1,round_and_front,31,7,0.00017054031195584685,0.064755879342556
21616,i,H,g,ig-H,1,0,1,round_and_front,31,7,0.3556253910064697,0.020568227395415306
21617,a,H,g,ag-H,0,0,0,round_and_front,31,7,0.02844465710222721,0.0670740008354187
21618,e,H,g,eg-H,1,0,0,round_and_front,31,7,0.2677711844444275,0.034022290259599686
21619,o,H,g,og-H,0,1,1,round_and_front,31,7,0.24766209721565247,0.033171284943819046
21620,u,H,g,ug-H,0,1,1,round_and_front,31,7,0.26671892404556274,0.017583290114998817
21621,y,H,g,yg-H,1,1,1,round_and_front,31,7,0.4626154899597168,0.044928934425115585
21622,ø,H,g,øg-H,1,1,1,round_and_front,31,7,0.4297369122505188,0.048242125660181046
21623,ɯ,H,g,ɯg-H,0,0,1,round_and_front,31,7,0.18111062049865723,0.019435379654169083
21624,i,L,g,ig-L,1,0,1,round_and_front,31,7,0.44820529222488403,0.033726997673511505
21625,a,L,g,ag-L,0,0,0,round_and_front,31,7,0.06339797377586365,0.04973958805203438
21626,e,L,g,eg-L,1,0,0,round_and_front,31,7,0.3560848534107208,0.04869381710886955
21627,o,L,g,og-L,0,1,1,round_and_front,31,7,0.2486543208360672,0.028256883844733238
21628,u,L,g,ug-L,0,1,1,round_and_front,31,7,0.2539488971233368,0.026474475860595703
21629,y,L,g,yg-L,1,1,1,round_and_front,31,7,0.36384981870651245,0.033725012093782425
21630,ø,L,g,øg-L,1,1,1,round_and_front,31,7,0.3351273238658905,0.024393856525421143
21631,ɯ,L,g,ɯg-L,0,0,1,round_and_front,31,7,0.25312358140945435,0.080924391746521
21632,i,H,d,id-H,1,0,1,round_and_front,31,7,0.42834776639938354,0.02882259525358677
21633,a,H,d,ad-H,0,0,0,round_and_front,31,7,0.005416260100901127,0.03580446541309357
21634,e,H,d,ed-H,1,0,0,round_and_front,31,7,0.09942973405122757,0.008591349236667156
21635,o,H,d,od-H,0,1,1,round_and_front,31,7,0.10673824697732925,0.022502491250634193
21636,u,H,d,ud-H,0,1,1,round_and_front,31,7,0.16158869862556458,0.021985933184623718
21637,y,H,d,yd-H,1,1,1,round_and_front,31,7,0.3345193564891815,0.036557212471961975
21638,ø,H,d,ød-H,1,1,1,round_and_front,31,7,0.206729918718338,0.026969993487000465
21639,ɯ,H,d,ɯd-H,0,0,1,round_and_front,31,7,0.18220244348049164,0.05967925488948822
21640,i,L,d,id-L,1,0,1,round_and_front,31,7,0.5366262197494507,0.04787783697247505
21641,a,L,d,ad-L,0,0,0,round_and_front,31,7,0.02001567743718624,0.0702153667807579
21642,e,L,d,ed-L,1,0,0,round_and_front,31,7,0.15145651996135712,0.05390164256095886
21643,o,L,d,od-L,0,1,1,round_and_front,31,7,0.11631803214550018,0.01088404655456543
21644,u,L,d,ud-L,0,1,1,round_and_front,31,7,0.13758453726768494,0.03733261302113533
21645,y,L,d,yd-L,1,1,1,round_and_front,31,7,0.30801376700401306,0.08444556593894958
21646,ø,L,d,ød-L,1,1,1,round_and_front,31,7,0.16419877111911774,0.06005421280860901
21647,ɯ,L,d,ɯd-L,0,0,1,round_and_front,31,7,0.30892297625541687,0.08825746923685074
21648,i,H,b,ib-H,1,0,1,round_and_front,32,7,0.040041301399469376,0.035367634147405624
21649,a,H,b,ab-H,0,0,0,round_and_front,32,7,0.017765307798981667,0.07483047991991043
21650,e,H,b,eb-H,1,0,0,round_and_front,32,7,0.03231894597411156,0.014096289873123169
21651,o,H,b,ob-H,0,1,1,round_and_front,32,7,0.04682708904147148,0.06265958398580551
21652,u,H,b,ub-H,0,1,1,round_and_front,32,7,0.061492983251810074,0.062435563653707504
21653,y,H,b,yb-H,1,1,1,round_and_front,32,7,0.10616018623113632,0.03820839524269104
21654,ø,H,b,øb-H,1,1,1,round_and_front,32,7,0.10667583346366882,0.033939942717552185
21655,ɯ,H,b,ɯb-H,0,0,1,round_and_front,32,7,0.03273998573422432,0.01777712069451809
21656,i,L,b,ib-L,1,0,1,round_and_front,32,7,0.027438629418611526,0.07394906133413315
21657,a,L,b,ab-L,0,0,0,round_and_front,32,7,0.0162091925740242,0.03799980878829956
21658,e,L,b,eb-L,1,0,0,round_and_front,32,7,0.023921223357319832,0.05190418288111687
21659,o,L,b,ob-L,0,1,1,round_and_front,32,7,0.03247780725359917,0.024802545085549355
21660,u,L,b,ub-L,0,1,1,round_and_front,32,7,0.03388740122318268,0.03799740597605705
21661,y,L,b,yb-L,1,1,1,round_and_front,32,7,0.12273068726062775,0.07330601662397385
21662,ø,L,b,øb-L,1,1,1,round_and_front,32,7,0.14666567742824554,0.06854695081710815
21663,ɯ,L,b,ɯb-L,0,0,1,round_and_front,32,7,0.02416803315281868,0.0768793597817421
21664,i,H,g,ig-H,1,0,1,round_and_front,32,7,0.07451532781124115,0.033405985683202744
21665,a,H,g,ag-H,0,0,0,round_and_front,32,7,0.09927163273096085,0.07203798741102219
21666,e,H,g,eg-H,1,0,0,round_and_front,32,7,0.16444827616214752,0.0576544813811779
21667,o,H,g,og-H,0,1,1,round_and_front,32,7,0.13089269399642944,0.026394998654723167
21668,u,H,g,ug-H,0,1,1,round_and_front,32,7,0.11417688429355621,0.04057148098945618
21669,y,H,g,yg-H,1,1,1,round_and_front,32,7,0.22455410659313202,0.03359256312251091
21670,ø,H,g,øg-H,1,1,1,round_and_front,32,7,0.19327951967716217,0.04197108745574951
21671,ɯ,H,g,ɯg-H,0,0,1,round_and_front,32,7,0.04841388761997223,0.05013356730341911
21672,i,L,g,ig-L,1,0,1,round_and_front,32,7,0.37620094418525696,0.05142531916499138
21673,a,L,g,ag-L,0,0,0,round_and_front,32,7,0.2920096814632416,0.058121662586927414
21674,e,L,g,eg-L,1,0,0,round_and_front,32,7,0.3621971905231476,0.0661320760846138
21675,o,L,g,og-L,0,1,1,round_and_front,32,7,0.4728122055530548,0.024253547191619873
21676,u,L,g,ug-L,0,1,1,round_and_front,32,7,0.5074558258056641,0.01829405687749386
21677,y,L,g,yg-L,1,1,1,round_and_front,32,7,0.4298384189605713,0.05557038262486458
21678,ø,L,g,øg-L,1,1,1,round_and_front,32,7,0.3805491328239441,0.05375184491276741
21679,ɯ,L,g,ɯg-L,0,0,1,round_and_front,32,7,0.5866552591323853,0.055553335696458817
21680,i,H,d,id-H,1,0,1,round_and_front,32,7,0.10279660671949387,0.020958030596375465
21681,a,H,d,ad-H,0,0,0,round_and_front,32,7,0.11334842443466187,0.049438923597335815
21682,e,H,d,ed-H,1,0,0,round_and_front,32,7,0.1639939546585083,0.022083988413214684
21683,o,H,d,od-H,0,1,1,round_and_front,32,7,0.0940118208527565,0.03663627430796623
21684,u,H,d,ud-H,0,1,1,round_and_front,32,7,0.08066845685243607,0.04589061439037323
21685,y,H,d,yd-H,1,1,1,round_and_front,32,7,0.4702334403991699,0.03709885850548744
21686,ø,H,d,ød-H,1,1,1,round_and_front,32,7,0.4230513870716095,0.03705739974975586
21687,ɯ,H,d,ɯd-H,0,0,1,round_and_front,32,7,0.1974209100008011,0.039722684770822525
21688,i,L,d,id-L,1,0,1,round_and_front,32,7,0.6041679382324219,0.04311099648475647
21689,a,L,d,ad-L,0,0,0,round_and_front,32,7,0.17205679416656494,0.06771966069936752
21690,e,L,d,ed-L,1,0,0,round_and_front,32,7,0.6059104800224304,0.021983126178383827
21691,o,L,d,od-L,0,1,1,round_and_front,32,7,0.4476450979709625,0.030159631744027138
21692,u,L,d,ud-L,0,1,1,round_and_front,32,7,0.4306192100048065,0.023739317432045937
21693,y,L,d,yd-L,1,1,1,round_and_front,32,7,0.5024697780609131,0.04701269790530205
21694,ø,L,d,ød-L,1,1,1,round_and_front,32,7,0.4482264220714569,0.07965162396430969
21695,ɯ,L,d,ɯd-L,0,0,1,round_and_front,32,7,0.6927759647369385,0.0648249015212059
21696,i,H,b,ib-H,1,0,1,round_and_front,33,7,0.021124834194779396,0.0539589561522007
21697,a,H,b,ab-H,0,0,0,round_and_front,33,7,0.02241724357008934,0.07077872008085251
21698,e,H,b,eb-H,1,0,0,round_and_front,33,7,0.020454343408346176,0.06317909061908722
21699,o,H,b,ob-H,0,1,1,round_and_front,33,7,0.18862193822860718,0.036612946540117264
21700,u,H,b,ub-H,0,1,1,round_and_front,33,7,0.24083682894706726,0.030797427520155907
21701,y,H,b,yb-H,1,1,1,round_and_front,33,7,0.2748512625694275,0.05179131403565407
21702,ø,H,b,øb-H,1,1,1,round_and_front,33,7,0.24450944364070892,0.04440153017640114
21703,ɯ,H,b,ɯb-H,0,0,1,round_and_front,33,7,0.05081784352660179,0.0484393872320652
21704,i,L,b,ib-L,1,0,1,round_and_front,33,7,0.009572909213602543,0.05151836946606636
21705,a,L,b,ab-L,0,0,0,round_and_front,33,7,0.0037177209742367268,0.032878320664167404
21706,e,L,b,eb-L,1,0,0,round_and_front,33,7,0.009811877273023129,0.03632821515202522
21707,o,L,b,ob-L,0,1,1,round_and_front,33,7,0.02232639491558075,0.060869812965393066
21708,u,L,b,ub-L,0,1,1,round_and_front,33,7,0.02454456314444542,0.0507967472076416
21709,y,L,b,yb-L,1,1,1,round_and_front,33,7,0.11411572247743607,0.04651600122451782
21710,ø,L,b,øb-L,1,1,1,round_and_front,33,7,0.09370899945497513,0.03549749776721001
21711,ɯ,L,b,ɯb-L,0,0,1,round_and_front,33,7,0.008411228656768799,0.03030773065984249
21712,i,H,g,ig-H,1,0,1,round_and_front,33,7,0.6144492030143738,0.031872425228357315
